"latitude","longitude","year","bedrooms","full_bth","half_bth","square_foot","res","condo","yr_built","bldg_price","land_price"
"42.3794","-71.0326","2018.0","6.0","3.0","0.0","1150.0","1.0","0.0","1900.0","1557744.6399537174","424989.81806887354"
"42.379490000000004","-71.03223","2018.0","9.0","3.0","0.0","2500.0000000000005","1.0","0.0","1900.0","2392454.084518335","379442.619188543"
"42.37951999999999","-71.03215","2018.0","8.0","4.0","1.0","2500.0000000000005","1.0","0.0","1900.0","6652442.560455638","935679.3132254381"
"42.379872999999996","-71.030807","2018.0","3.0","1.0","0.0","1238.0","1.0","0.0","1910.0","220392.43436522863","223645.26672593362"
"42.3797","-71.03045999999999","2018.0","9.0","3.0","0.0","1700.0","1.0","0.0","1910.0","2381276.2560610333","375896.3646775384"
"42.37947","-71.03118","2018.0","3.0","1.0","0.0","2500.0000000000005","1.0","0.0","1880.0","223248.57539480765","228280.01420892926"
"42.37947","-71.03118","2018.0","5.000000000000001","3.0","0.0","2500.0000000000005","1.0","0.0","1900.0","1349459.8837654653","448268.0344343885"
"42.378828999999996","-71.029473","2018.0","4.0","2.0","0.0","1175.0","1.0","0.0","1910.0","561051.7696234795","321104.9797732267"
"42.378890000000006","-71.02951","2018.0","4.0","2.0","0.0","1175.0","1.0","0.0","1910.0","561418.940946354","321157.4343692515"
"42.37901000000001","-71.02951999999999","2018.0","3.0","2.0","0.0","1325.0","1.0","0.0","1920.0","472946.97975820635","333240.05508375785"
"42.37927","-71.02875999999999","2018.0","6.0","2.0","0.0","3125.0","1.0","0.0","1910.0","797195.8957178242","303148.4317326502"
"42.37930999999999","-71.02866","2018.0","6.0","2.0","0.0","3125.0","1.0","0.0","1910.0","797428.28303111","303181.4614297935"
"42.37936","-71.028561","2018.0","9.0","3.0","0.0","3125.0","1.0","0.0","1910.0","2386280.776458834","380591.4088972365"
"42.379395","-71.02846","2018.0","9.0","3.0","0.0","2907.0","1.0","0.0","1910.0","2384589.5625852705","379863.8725435632"
"42.379773","-71.029443","2018.0","8.0","3.0","0.0","4000.0","1.0","0.0","1900.0","2102207.371376634","401556.24375018326"
"42.3802","-71.02847","2018.0","4.0","2.0","1.0","1606.0","1.0","0.0","1905.0","1573445.9813750936","648628.5412938385"
"42.379670000000004","-71.02903","2018.0","2.0","1.0","1.0","1250.0000000000002","1.0","0.0","1860.0","575940.7310041323","509190.57531534834"
"42.377108","-71.038382","2018.0","6.0","3.0","0.0","5000.000000000001","1.0","0.0","2015.0","1534347.9080786384","425313.04705929133"
"42.38080000000001","-71.02838","2018.0","4.0","1.0","0.0","1718.0","1.0","0.0","1900.0","268147.6832732316","218303.8083260727"
"42.38019","-71.02927","2018.0","6.0","3.0","0.0","2500.0000000000005","1.0","0.0","1890.0","1576833.6921065212","432064.2593255533"
"42.380237","-71.029634","2018.0","2.0","1.0","0.0","1093.0","1.0","0.0","1900.0","184174.12246708942","232226.79664398043"
"42.38086","-71.03036","2018.0","4.0","3.0","0.0","5000.000000000001","1.0","0.0","1900.0","1186505.472198035","478597.45940982836"
"42.38086","-71.02954","2018.0","8.0","3.0","0.0","2574.9999999999995","1.0","0.0","1900.0","2106106.357400081","397187.4256803351"
"42.381170000000004","-71.02794","2018.0","6.0","3.0","0.0","1151.0","1.0","0.0","1890.0","1576955.355064829","427644.9700796897"
"42.380950000000006","-71.02764","2018.0","3.0","2.0","0.0","3100.0","1.0","0.0","1900.0","489953.5501905854","342813.7546251143"
"42.380950000000006","-71.02764","2018.0","3.0","1.0","0.0","3100.0","1.0","0.0","1900.0","226566.28330944275","229626.13491721763"
"42.38074","-71.02765","2018.0","6.0","3.0","0.0","1250.0000000000002","1.0","0.0","1930.0","1560660.5885396448","423370.141627563"
"42.38063399999999","-71.026586","2018.0","2.0","1.0","0.0","1781.0","1.0","0.0","1915.0","185055.59362987382","233278.43470119612"
"42.38063399999999","-71.026586","2018.0","2.0","1.0","0.0","1781.0","1.0","0.0","1915.0","185055.59362987382","233278.43470119612"
"42.38046","-71.02678","2018.0","6.0","3.0","0.0","2117.0","1.0","0.0","1900.0","1571229.6315896483","429764.16255572235"
"42.380517","-71.027501","2018.0","6.0","3.0","0.0","1250.0000000000002","1.0","0.0","1900.0","1566106.7057248084","426425.8478781677"
"42.37878","-71.02804","2018.0","9.0","3.0","0.0","1634.0","1.0","0.0","1905.0","2363315.259051133","375558.9531588117"
"42.37895","-71.02764","2018.0","2.0","2.0","1.0","1000.0","1.0","0.0","1899.0","1144395.850357227","696817.9234147175"
"42.37813","-71.02837","2018.0","6.0","3.0","0.0","3750.0","1.0","0.0","1910.0","1553873.1740166675","433063.5607714413"
"42.381240000000005","-71.02271","2018.0","3.0","2.0","0.0","2500.0000000000005","1.0","0.0","1910.0","485986.0648976866","340314.14241447434"
"42.38707","-71.00871","2018.0","5.000000000000001","3.0","0.0","4000.0","1.0","0.0","1915.0","1416071.1274586204","459784.68355564546"
"42.38543","-71.01897","2018.0","5.000000000000001","2.0","0.0","5000.000000000001","1.0","0.0","1910.0","719700.7593456855","326355.0951948368"
"42.38555","-71.01783","2018.0","3.0","1.0","1.0","5999.999999999999","1.0","0.0","1998.0","717308.7668203368","501156.3704230957"
"42.38544","-71.01728","2018.0","2.0","2.0","1.0","1729.0","0.0","1.0","2003.0","6618058.523971791","23.73477409036686"
"42.38544","-71.01728","2018.0","2.0","3.0","1.0","1729.0","0.0","1.0","2003.0","9502641.204788564","39.53178987745209"
"42.38439999999999","-71.01581999999999","2018.0","6.0","3.0","0.0","3087.0","1.0","0.0","1939.0","1603037.2560267032","432682.0436412105"
"42.383365000000005","-71.018684","2018.0","6.0","3.0","0.0","1618.0","1.0","0.0","1894.0","1595183.5652808335","430998.8789313985"
"42.383340000000004","-71.01875","2018.0","6.0","3.0","0.0","1382.0","1.0","0.0","1920.0","1585691.1814016632","427238.21475774277"
"42.38435","-71.01875","2018.0","2.0","1.0","0.0","5100.0","1.0","0.0","1910.0","197695.5865443614","245137.34355359388"
"42.38412600000001","-71.017728","2018.0","3.0","3.0","0.0","5930.0","1.0","0.0","1910.0","1035824.3374640929","504583.1204876532"
"42.38317000000001","-71.01921","2018.0","4.0","2.0","0.0","3699.9999999999995","1.0","0.0","1950.0","586074.2473780208","329561.98984240036"
"42.382999","-71.019735","2018.0","5.000000000000001","2.0","0.0","5000.000000000001","1.0","0.0","1875.0","708434.6986564168","327455.81156620313"
"42.38313","-71.02020999999999","2018.0","2.0","2.0","0.0","2500.0000000000005","1.0","0.0","1905.0","416196.75264122494","355722.19457079115"
"42.38351","-71.01948","2018.0","6.999999999999999","3.0","0.0","4060.0","1.0","0.0","1910.0","1862305.0860606334","420954.86085787497"
"42.38351","-71.01948","2018.0","1.0","1.0","0.0","4060.0","1.0","0.0","1960.0","159880.18565175275","246603.64400033985"
"42.38219699999999","-71.02180600000001","2018.0","6.0","3.0","0.0","2375.0","1.0","0.0","1899.0","1588986.2410344845","432404.57320637116"
"42.382175","-71.02186800000001","2018.0","4.0","2.0","0.0","2299.0","1.0","0.0","1890.0","583082.3728221995","329588.1088734483"
"42.382145","-71.02194899999999","2018.0","4.0","2.0","0.0","2394.0","1.0","0.0","1890.0","583336.8836477422","329863.72383081465"
"42.382103","-71.022048","2018.0","4.0","2.0","0.0","1600.0","1.0","0.0","1890.0","579930.1668968925","327290.06320936617"
"42.382073000000005","-71.02213499999999","2018.0","6.0","2.0","0.0","1589.0","1.0","0.0","1890.0","809031.2574478117","302554.6878672172"
"42.38204","-71.02221","2018.0","3.0","2.0","0.0","1329.0","1.0","0.0","1900.0","486616.4586322135","338145.1688770151"
"42.382","-71.02226999999999","2018.0","2.0","2.0","0.0","1056.0","1.0","0.0","1890.0","408893.2544986252","351043.5557960392"
"42.38195999999999","-71.02235999999999","2018.0","3.0","1.0","0.0","785.0","1.0","0.0","1890.0","224072.6814855952","225743.86710132344"
"42.38238","-71.02046","2018.0","5.000000000000001","2.0","1.0","2500.0000000000005","1.0","0.0","1900.0","1847917.2891895717","631198.2359727386"
"42.382220000000004","-71.02087","2018.0","6.999999999999999","3.0","0.0","2500.0000000000005","1.0","0.0","1890.0","1839549.4332819907","416197.2515577694"
"42.382099999999994","-71.01827","2018.0","2.0","1.0","0.0","2500.0000000000005","1.0","0.0","1910.0","188178.6844734373","236809.92174082866"
"42.382575","-71.017882","2018.0","5.000000000000001","2.0","0.0","2040.0","1.0","0.0","1900.0","687259.7860981573","315758.6798446066"
"42.382711","-71.017504","2018.0","5.000000000000001","2.0","0.0","2500.0000000000005","1.0","0.0","1900.0","690037.1434441952","317289.65446145734"
"42.382743","-71.017424","2018.0","4.0","2.0","0.0","2500.0000000000005","1.0","0.0","1922.0","581002.6983190059","327940.61826478597"
"42.383559999999996","-71.01661","2018.0","9.0","3.0","0.0","2500.0000000000005","1.0","0.0","1839.0","2458892.100867614","388125.9740538533"
"42.383313","-71.017101","2018.0","4.0","1.0","0.0","2500.0000000000005","1.0","0.0","1900.0","274733.4642425941","222169.69011919192"
"42.383379999999995","-71.01564","2018.0","9.0","3.0","0.0","4000.0","1.0","0.0","1910.0","2439739.9156861524","386333.93220526597"
"42.38360000000001","-71.01508000000001","2018.0","6.999999999999999","3.0","0.0","1825.0","1.0","0.0","1925.0","1833409.0298419034","411114.696401311"
"42.38478","-71.01402","2018.0","5.000000000000001","2.0","0.0","5000.000000000001","1.0","0.0","1900.0","713299.1485235781","326796.6872364999"
"42.38422","-71.01471","2018.0","4.0","2.0","1.0","3548.0","1.0","0.0","1910.0","1618640.7288615387","663231.648428267"
"42.38543","-71.01228","2018.0","6.0","2.0","0.0","2500.0000000000005","1.0","0.0","1900.0","830714.5978605198","307095.6767067841"
"42.38548","-71.01205999999999","2018.0","9.0","3.0","0.0","5000.000000000001","1.0","0.0","1900.0","2482255.2311902368","392157.42542413116"
"42.382220000000004","-71.01566","2018.0","5.000000000000001","2.0","1.0","1250.0000000000002","1.0","0.0","1910.0","1824197.2977390746","623227.167496949"
"42.38216","-71.01561","2018.0","6.0","2.0","0.0","1250.0000000000002","1.0","0.0","1910.0","799995.665579534","300066.2606939996"
"42.38166999999999","-71.01715","2018.0","2.0","1.0","0.0","5000.000000000001","1.0","0.0","1987.0","188105.42207692898","237192.98030818655"
"42.38195999999999","-71.01541999999999","2018.0","2.0","2.0","0.0","2500.0000000000005","1.0","0.0","1910.0","408717.22007363517","354214.89948962844"
"42.38105","-71.01666","2018.0","4.0","2.0","0.0","2500.0000000000005","1.0","0.0","1891.0","574352.6983214833","329267.29566045216"
"42.381859999999996","-71.01567","2018.0","4.0","2.0","0.0","2500.0000000000005","1.0","0.0","1910.0","576292.0697281824","328286.38323417446"
"42.381879999999995","-71.01558","2018.0","6.999999999999999","2.0","0.0","2500.0000000000005","1.0","0.0","1900.0","947367.6081682444","292376.77051355253"
"42.38192","-71.0155","2018.0","6.0","2.0","0.0","2500.0000000000005","1.0","0.0","1910.0","804512.3533225869","303558.17080323194"
"42.384756","-71.003917","2018.0","4.0","2.0","0.0","5979.000000000001","1.0","0.0","1910.0","600489.8588428425","342220.91485278524"
"42.384694","-71.00376","2018.0","6.0","2.0","0.0","5600.0","1.0","0.0","1910.0","832824.8922754212","315019.112093056"
"42.383860999999996","-71.001408","2018.0","6.999999999999999","3.0","0.0","4500.0","1.0","0.0","1915.0","1841977.2710993954","422436.90027552814"
"42.383621000000005","-71.001558","2018.0","5.000000000000001","2.0","0.0","5400.0","1.0","0.0","1895.0","699483.71908399","327667.44268774166"
"42.383684","-71.001777","2018.0","6.0","2.0","1.0","4500.0","1.0","0.0","1925.0","2122823.941130099","614126.362580969"
