latitude,longitude,address,year,bedrooms,full_bth,half_bth,square_foot,res,condo,yr_built,bldg_price,land_price
42.3794,-71.0326,104 A 104 PUTNAM ST 02128,2013,6.0,3.0,0.0,1150.0,1,0,1900.0,137200.0,93100.0
42.379490000000004,-71.03223,205 207 LEXINGTON ST 02128,2013,12.0,3.0,0.0,2500.0,1,0,1900.0,181000.0,110200.0
42.37952,-71.03215,209 211 LEXINGTON ST 02128,2013,8.0,4.0,1.0,2500.0,1,0,1900.0,188300.0,110400.0
42.379872999999996,-71.030807,243 HF LEXINGTON ST 02128,2013,3.0,1.0,0.0,1238.0,1,0,1910.0,59100.0,73900.0
42.3797,-71.03045999999999,37 39 PRESCOTT ST 02128,2013,9.0,3.0,0.0,1700.0,1,0,1910.0,210100.0,101000.0
42.37947,-71.03118,238 R238 PRINCETON ST 02128,2013,5.0,3.0,0.0,2500.0,1,0,1900.0,199800.0,100980.0
42.37947,-71.03118,238 R238 PRINCETON ST 02128,2013,3.0,1.0,0.0,2500.0,1,0,1880.0,199800.0,100980.0
42.378828999999996,-71.029473,68 70 PRESCOTT ST 02128,2013,4.0,2.0,0.0,1175.0,1,0,1910.0,128500.0,82600.0
42.378890000000006,-71.02951,62 A62 PRESCOTT ST 02128,2013,4.0,2.0,0.0,1175.0,1,0,1910.0,99300.0,82400.0
42.37901,-71.02951999999999,403 405 SARATOGA ST 02128,2013,3.0,2.0,0.0,1325.0,1,0,1920.0,101000.0,87300.0
42.37927,-71.02875999999999,427 A427 SARATOGA ST 02128,2013,6.0,2.0,0.0,3125.0,1,0,1910.0,140700.0,121700.0
42.37931,-71.02866,429 A429 SARATOGA ST 02128,2013,6.0,2.0,0.0,3125.0,1,0,1910.0,133800.0,123800.0
42.37936,-71.028561,431 A431 SARATOGA ST 02128,2013,9.0,3.0,0.0,3125.0,1,0,1910.0,186100.0,122300.0
42.379395,-71.02846,433 A433 SARATOGA ST 02128,2013,9.0,3.0,0.0,2907.0,1,0,1910.0,188900.0,129300.0
42.379773,-71.029443,267 269 PRINCETON ST 02128,2013,8.0,3.0,0.0,4000.0,1,0,1900.0,216300.0,143700.0
42.3802,-71.02847,1 2 LAWSON PL 02128,2013,4.0,2.0,1.0,1606.0,1,0,1905.0,149100.0,85900.0
42.379670000000004,-71.02903,426 R SARATOGA ST 02128,2013,2.0,1.0,1.0,1250.0,1,0,1860.0,77100.0,77400.0
42.3808,-71.02838,305 R LEXINGTON ST 02128,2013,4.0,1.0,0.0,1718.0,1,0,1900.0,100900.0,89000.0
42.38019,-71.02927,288 R288 PRINCETON ST 02128,2013,6.0,3.0,0.0,2500.0,1,0,1890.0,152500.0,120300.0
42.380237,-71.029634,278 R PRINCETON ST 02128,2013,3.0,1.0,0.0,1093.0,1,0,1900.0,63400.0,73600.0
42.38086,-71.03036,225 227 TRENTON ST 02128,2013,4.0,3.0,0.0,5000.0,1,0,1900.0,166800.0,165000.0
42.38086,-71.02954,282 A LEXINGTON ST 02128,2013,8.0,3.0,0.0,2575.0,1,0,1900.0,167900.0,120000.0
42.381170000000004,-71.02794,2 4 SHELBY ST 02128,2013,6.0,3.0,0.0,1151.0,1,0,1890.0,117100.0,92700.0
42.38095,-71.02764,342 R342 PRINCETON ST 02128,2013,2.0,1.0,0.0,3100.0,1,0,1900.0,170292.0,124292.0
42.38095,-71.02764,342 R342 PRINCETON ST 02128,2013,3.0,2.0,0.0,3100.0,1,0,1900.0,170292.0,124292.0
42.38074,-71.02765,18 20 SHELBY ST 02128,2013,6.0,3.0,0.0,1250.0,1,0,1930.0,148200.0,95300.0
42.380634,-71.026586,432 R432 CHELSEA ST 02128,2013,2.0,1.0,0.0,1781.0,1,0,1915.0,45390.0,113628.0
42.380634,-71.026586,432 R432 CHELSEA ST 02128,2013,2.0,1.0,0.0,1781.0,1,0,1915.0,45390.0,113628.0
42.38046,-71.02678,426 A426 CHELSEA ST 02128,2013,6.0,3.0,0.0,2117.0,1,0,1900.0,175400.0,120400.0
42.380517,-71.027501,26 28 SHELBY ST 02128,2013,6.0,3.0,0.0,1250.0,1,0,1900.0,85800.0,95500.0
42.37878,-71.02804,301 299 BENNINGTON ST 02128,2013,9.0,3.0,0.0,1634.0,1,0,1905.0,133500.0,110400.0
42.37895,-71.02764,319 A319 BENNINGTON ST 02128,2013,2.0,2.0,1.0,1000.0,1,0,1899.0,125000.0,84200.0
42.37813,-71.02837,364 A BREMEN ST 02128,2013,6.0,3.0,0.0,3750.0,1,0,1910.0,145300.0,158400.0
42.381240000000005,-71.02271,460 A460 BENNINGTON ST 02128,2013,2.0,2.0,0.0,2500.0,1,0,1910.0,129700.0,115600.0
42.38707,-71.00871,960 962 SARATOGA ST 02128,2013,6.0,3.0,0.0,4000.0,1,0,1915.0,209700.0,179100.0
42.38555,-71.01783,95 97 ADDISON ST 02128,2013,3.0,1.0,1.0,6000.0,1,0,1998.0,125500.0,124000.0
42.38544,-71.01728,113 -115 ADDISON ST 02128,2013,2.0,2.0,1.0,1729.0,0,1,2003.0,255700.0,0.0
42.38544,-71.01728,113 -115 ADDISON ST 02128,2013,2.0,3.0,1.0,1729.0,0,1,2003.0,245100.0,0.0
42.38543,-71.01897,14 16 WORDSWORTH ST 02128,2013,5.0,2.0,0.0,5000.0,1,0,1910.0,139900.0,128200.0
42.38435,-71.01875,71 75 BYRON ST 02128,2013,2.0,1.0,0.0,5100.0,1,0,1910.0,114500.0,116600.0
42.384126,-71.017728,93 95 BYRON ST 02128,2013,3.0,3.0,0.0,5930.0,1,0,1910.0,126540.0,135900.0
42.38317,-71.01921,708 708A SARATOGA ST 02128,2013,4.0,2.0,0.0,3700.0,1,0,1950.0,164600.0,115300.0
42.382999,-71.019735,690 692 SARATOGA ST 02128,2013,5.0,2.0,0.0,5000.0,1,0,1875.0,170900.0,139900.0
