latitude,longitude,address,year,bedrooms,full_bth,half_bth,square_foot,res,condo,yr_built
42.33035,-71.05502,360 362 DORCHESTER ST 02127,2021,2,1,1,1109,0,1,1920
42.33035,-71.05502,360 362 DORCHESTER ST 02127,2021,2,1,1,1120,0,1,1920
42.330442,-71.054797,356 356H DORCHESTER ST 02127,2021,6,3,0,2874,1,0,1905
42.33056,-71.05461,350 348 DORCHESTER ST 02127,2021,5,2,0,2005,1,0,1905
42.329564,-71.054711,29 31 WARD ST 02127,2021,3,2,1,5760,1,0,1900
42.32978,-71.05629,388 388B DORCHESTER ST 02127,2021,6,3,2,1678,1,0,1899
42.32996,-71.05593,376 HF DORCHESTER ST 02127,2021,1,1,0,740,0,1,1985
42.329091,-71.056137,8 12 CARPENTER ST 02127,2021,3,2,1,1739,0,1,2013
42.329091,-71.056137,8 12 CARPENTER ST 02127,2021,3,2,1,1739,0,1,2013
42.329091,-71.056137,8 12 CARPENTER ST 02127,2021,2,2,0,1038,0,1,2013
42.329091,-71.056137,8 12 CARPENTER ST 02127,2021,2,2,0,1038,0,1,2013
42.329091,-71.056137,8 12 CARPENTER ST 02127,2021,2,2,0,1066,0,1,2013
42.329091,-71.056137,8 12 CARPENTER ST 02127,2021,2,2,0,1066,0,1,2013
42.328977,-71.054118,46 44 WARD ST 02127,2021,6,3,0,980,1,0,1905
42.333312,-71.051499,202 HF W EIGHTH ST 02127,2021,6,4,0,1310,1,0,1870
42.33375,-71.04976,197 199 DORCHESTER ST 02127,2021,4,2,0,1200,1,0,1900
42.33401,-71.05014,214 216 W SEVENTH ST 02127,2021,3,2,0,1467,0,1,1890
42.33401,-71.05014,214 216 W SEVENTH ST 02127,2021,3,2,0,1050,0,1,1890
42.33401,-71.05014,214 216 W SEVENTH ST 02127,2021,2,2,0,1087,0,1,1890
42.33409,-71.05029,208 210 W SEVENTH  ST 02127,2021,2,1,0,788,0,1,1850
42.33409,-71.05029,208 210 W SEVENTH ST 02127,2021,2,1,1,833,0,1,1850
42.33409,-71.05029,208 210 W SEVENTH ST 02127,2021,2,1,1,854,0,1,1850
42.33528,-71.0492,259 259A W FIFTH ST 02127,2021,4,2,0,974,1,0,1880
42.335136,-71.049497,75 77 F ST 02127,2021,6,3,0,1121,1,0,1890
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,2,1,0,885,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,2,1,0,1015,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,1,1,0,510,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,2,1,0,652,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,1,1,0,558,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,1,1,0,620,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,2,1,0,658,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,2,1,0,658,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,1,1,0,619,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,1,1,0,549,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,2,1,0,658,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,2,1,0,658,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,1,1,0,620,0,1,1930
42.3348,-71.04756,137 -139A DORCHESTER ST 02127,2021,1,1,0,550,0,1,1930
42.33498,-71.04821,290 W W FIFTH ST 02127,2021,2,1,0,1016,0,1,1905
42.33498,-71.04821,290 W W FIFTH ST 02127,2021,2,2,0,1176,0,1,1905
42.33498,-71.04821,290 W W FIFTH ST 02127,2021,2,2,0,1272,0,1,1905
42.333631,-71.044762,7 9 THOMAS PK 02127,2021,1,1,0,531,0,1,1899
42.333631,-71.044762,7 9 THOMAS PK 02127,2021,1,1,0,535,0,1,1899
42.333631,-71.044762,7 9 THOMAS PK 02127,2021,1,1,0,468,0,1,1899
42.333631,-71.044762,7 9 THOMAS PK 02127,2021,1,1,0,604,0,1,1899
42.333631,-71.044762,7 9 THOMAS PK 02127,2021,1,1,0,472,0,1,1899
42.333631,-71.044762,7 9 THOMAS PK 02127,2021,1,1,0,533,0,1,1899
42.333631,-71.044762,7 9 THOMAS PK 02127,2021,1,1,0,477,0,1,1899
42.333631,-71.044762,7 9 THOMAS PK 02127,2021,1,1,0,526,0,1,1899
42.33439,-71.04658,4 2 NATIONAL ST 02127,2021,3,1,1,1050,1,0,1880
42.3346,-71.04644,471 473 E FOURTH ST 02127,2021,4,2,0,1904,1,0,1880
42.333047,-71.04928,36 38 TELEGRAPH ST 02127,2021,3,1,0,750,0,1,1920
42.333047,-71.04928,36 38 TELEGRAPH ST 02127,2021,3,1,0,763,0,1,1920
42.333047,-71.04928,36 38 TELEGRAPH ST 02127,2021,3,1,0,778,0,1,1920
42.332817,-71.049677,27 29 TELEGRAPH ST 02127,2021,3,2,1,1379,0,1,1910
42.332817,-71.049677,27 29 TELEGRAPH ST 02127,2021,3,2,1,1379,0,1,1910
42.332817,-71.049677,27 29 TELEGRAPH ST 02127,2021,2,1,0,733,0,1,1910
42.332817,-71.049677,27 29 TELEGRAPH ST 02127,2021,2,1,0,733,0,1,1910
42.332817,-71.049677,27 29 TELEGRAPH ST 02127,2021,2,1,0,843,0,1,1910
42.332817,-71.049677,27 29 TELEGRAPH ST 02127,2021,2,1,0,843,0,1,1910
42.332346,-71.049661,18 -20 KNOWLTON ST 02127,2021,2,2,1,1545,0,1,2005
42.332346,-71.049661,18 -20 KNOWLTON ST 02127,2021,3,2,1,1516,0,1,2005
42.332346,-71.049661,18 -20 KNOWLTON ST 02127,2021,2,2,0,1043,0,1,2005
42.332346,-71.049661,18 -20 KNOWLTON ST 02127,2021,2,2,0,1051,0,1,2005
42.332346,-71.049661,18 -20 KNOWLTON ST 02127,2021,2,2,0,1043,0,1,2005
42.332346,-71.049661,18 -20 KNOWLTON ST 02127,2021,2,2,0,1103,0,1,2005
42.332346,-71.049661,18 -20 KNOWLTON ST 02127,2021,2,2,0,1016,0,1,2005
42.332346,-71.049661,18 -20 KNOWLTON ST 02127,2021,2,2,0,1103,0,1,2005
42.3315,-71.04837,71 73 GATES ST 02127,2021,4,1,2,2550,1,0,1890
42.33134,-71.04833,314 A314 E EIGHTH ST 02127,2021,6,4,0,925,1,0,1890
42.33146,-71.04866,300 304 E EIGHTH ST 02127,2021,4,3,0,1750,1,0,1890
42.33154,-71.04878,296 E EIGHTH ST 02127,2021,1,1,0,516,0,1,1900
42.33154,-71.04878,296 E EIGHTH ST 02127,2021,2,1,0,582,0,1,1900
42.33154,-71.04878,296  E EIGHTH ST 02127,2021,2,1,0,588,0,1,1900
42.33157,-71.04884,294 292 E EIGHTH ST 02127,2021,6,3,0,5311,1,0,1900
42.332006,-71.048677,44 R MERCER ST 02127,2021,2,2,0,1132,1,0,1880
42.33236,-71.04883,34 34H MERCER ST 02127,2021,4,2,0,2125,1,0,1890
42.33243,-71.04883,32 A32 MERCER ST 02127,2021,4,2,0,2125,1,0,1890
42.332264,-71.048068,50 -54 GATES ST 02127,2021,2,1,1,1413,0,1,1990
42.332264,-71.048068,50 -54 GATES ST 02127,2021,2,1,1,1415,0,1,1990
42.332264,-71.048068,50 -54 GATES ST 02127,2021,2,1,1,1409,0,1,1990
42.33181,-71.0473,2 A2 DIXFIELD ST 02127,2021,4,2,0,1067,1,0,1900
42.33136,-71.04727,344 342 E EIGHTH ST 02127,2021,6,3,0,901,1,0,1890
42.33108,-71.04724,110 HF OLD HARBOR ST 02127,2021,6,3,0,1125,1,0,1930
42.331153,-71.047247,343 345 E EIGHTH ST 02127,2021,4,3,0,1082,1,0,1900
42.33208,-71.04474,67 A67 THOMAS PK 02127,2021,6,3,0,6904,1,0,1925
42.33217,-71.04457,68 A68 THOMAS PK 02127,2021,6,2,1,3920,1,0,1925
42.33141,-71.0443,131 133 G ST 02127,2021,2,2,0,1163,0,1,1905
42.33141,-71.0443,131 133 G ST 02127,2021,2,2,0,849,0,1,1905
42.33141,-71.0443,131 133 G ST 02127,2021,2,2,0,849,0,1,1905
42.33142,-71.04592,380 380H E EIGHTH ST 02127,2021,3,2,0,1245,1,0,1890
42.331419,-71.046069,376 A376 E EIGHTH ST 02127,2021,3,3,0,1102,1,0,1890
42.331553,-71.045998,29 31 COVINGTON ST 02127,2021,6,3,0,3040,1,0,1905
42.331647,-71.046002,33 35 COVINGTON ST 02127,2021,6,3,0,3520,1,0,1905
42.33119,-71.04319,445 447 E EIGHTH ST 02127,2021,4,2,0,2649,0,1,1900
42.33119,-71.04319,445 447 E EIGHTH ST 02127,2021,2,1,0,971,0,1,1900
42.33119,-71.04319,445 447 E EIGHTH ST 02127,2021,2,1,0,1012,0,1,1900
42.330702,-71.04394,1406 1400 COLUMBIA RD 02127,2021,4,2,2,4516,1,0,2003
42.33067,-71.04255,1434 1436 COLUMBIA RD 02127,2021,8,4,2,3688,1,0,1998
42.33124,-71.04243,465 A465 E EIGHTH ST 02127,2021,3,3,0,2464,1,0,1905
42.331473,-71.041541,500 E EIGHTH ST 02127,2021,1,1,0,375,0,1,1890
42.331473,-71.041541,500 E EIGHTH ST 02127,2021,1,1,0,395,0,1,1890
42.331473,-71.041541,500 E EIGHTH ST 02127,2021,1,1,0,430,0,1,1890
42.33209,-71.04162,165 167 H ST 02127,2021,6,2,1,1055,1,0,1905
42.33171,-71.04301,452 R E EIGHTH ST 02127,2021,3,1,1,1386,1,0,1935
42.33267,-71.04164,151 151A H ST 02127,2021,5,2,1,1510,1,0,1900
42.33282,-71.04345,425 E  E SIXTH ST 02127,2021,2,3,0,2590,0,1,1905
42.33282,-71.04345,425 E SIXTH ST 02127,2021,2,2,0,1829,0,1,1905
42.33282,-71.04345,425 E  SIXTH ST 02127,2021,2,2,0,1976,0,1,1905
42.33231,-71.04305,454 452 E SEVENTH ST 02127,2021,8,3,0,1800,1,0,1905
42.3333,-71.04367,11 9 STORY ST 02127,2021,5,2,0,1250,1,0,1890
42.3333,-71.04359,13 15 STORY ST 02127,2021,2,1,0,822,0,1,1890
42.3333,-71.04359,13 15 STORY ST 02127,2021,2,2,0,1009,0,1,1890
42.33332,-71.04245,43 45 STORY ST 02127,2021,5,2,1,1357,1,0,1890
42.33332,-71.04237,47 49 STORY ST 02127,2021,2,1,0,1128,0,1,1890
42.33332,-71.04237,47 49 STORY ST 02127,2021,3,1,1,1635,0,1,1890
42.33332,-71.04226,51 53 STORY ST 02127,2021,2,1,0,722,0,1,1894
42.33332,-71.04226,51 53 STORY ST 02127,2021,2,1,0,686,0,1,1894
42.33332,-71.04226,51 53 STORY ST 02127,2021,2,1,0,777,0,1,1894
42.33314,-71.04199,464 466 E SIXTH ST 02127,2021,2,1,0,825,0,1,1904
42.33314,-71.04199,464 466 E SIXTH ST 02127,2021,2,1,0,801,0,1,1904
42.33314,-71.04199,464 466 E SIXTH ST 02127,2021,2,1,0,828,0,1,1904
42.33314,-71.04218,458 460 E SIXTH  ST 02127,2021,2,1,0,854,0,1,1910
42.33314,-71.04218,458 460 E SIXTH ST 02127,2021,2,2,0,829,0,1,1910
42.33314,-71.04218,458 460 E SIXTH ST 02127,2021,2,2,0,912,0,1,1910
42.33314,-71.04226,456 454 E SIXTH ST 02127,2021,5,3,0,1500,1,0,1890
42.33314,-71.04244,446 E SIXTH  ST 02127,2021,2,1,0,875,0,1,1905
42.33314,-71.04244,446 E SIXTH  ST 02127,2021,2,1,2,900,0,1,1905
42.33314,-71.04244,446 E SIXTH ST 02127,2021,2,2,0,907,0,1,1905
42.33312,-71.04309,434 432 E SIXTH ST 02127,2021,6,3,0,1708,1,0,1870
42.33312,-71.04317,428 -430 E SIXTH ST 02127,2021,2,1,0,808,0,1,1875
42.33312,-71.04317,428 -430 E SIXTH ST 02127,2021,3,2,0,810,0,1,1875
42.33312,-71.04317,428 -430 E SIXTH ST 02127,2021,3,1,0,956,0,1,1875
42.33367,-71.04346,399 401 E FIFTH ST 02127,2021,4,2,0,1308,1,0,1900
42.33367,-71.04339,405 403 E FIFTH ST 02127,2021,3,2,0,1294,1,0,1900
42.33367,-71.0433,407 409 E FIFTH ST 02127,2021,4,2,0,1294,1,0,1900
42.33367,-71.04322,411 413 E FIFTH ST 02127,2021,4,2,0,1294,1,0,1900
42.33367,-71.04313,415 417 E FIFTH ST 02127,2021,4,2,0,1466,1,0,1900
42.33369,-71.04303,421 423 E FIFTH  ST 02127,2021,2,2,0,1443,0,1,1900
42.33369,-71.04303,421 423 E FIFTH ST 02127,2021,2,1,0,855,0,1,1900
42.33351,-71.04184,56 58 STORY ST 02127,2021,2,2,0,740,0,1,1900
42.33351,-71.04184,56 58 STORY ST 02127,2021,2,2,1,1002,0,1,1900
42.33351,-71.04193,54 52 STORY ST 02127,2021,4,2,0,1318,1,0,1900
42.3335,-71.04302,28 A STORY ST 02127,2021,6,3,0,1400,1,0,1900
42.3335,-71.043117,26 28 STORY ST 02127,2021,2,1,0,763,0,1,1900
42.3335,-71.043117,26 28 STORY ST 02127,2021,2,1,0,830,0,1,1900
42.333491,-71.043205,24 22 STORY ST 02127,2021,5,2,0,1294,1,0,1900
42.33349,-71.04329,20 18 STORY ST 02127,2021,4,2,0,1294,1,0,1900
42.33349,-71.04339,14 16 STORY ST 02127,2021,2,1,0,755,0,1,1900
42.33349,-71.04339,14 16 STORY ST 02127,2021,2,1,0,886,0,1,1900
42.334055,-71.044032,60 HF G ST 02127,2021,4,1,0,1125,1,0,1890
42.33449,-71.04358,529 531 E FOURTH ST 02127,2021,6,6,1,2290,1,0,1900
42.334235,-71.042801,549 A E FOURTH ST 02127,2021,1,1,0,620,0,1,1900
42.334235,-71.042801,549 A E FOURTH ST 02127,2021,1,1,0,620,0,1,1900
42.334235,-71.042801,549 A E FOURTH ST 02127,2021,1,1,1,815,0,1,1900
42.334235,-71.042801,549 A E FOURTH ST 02127,2021,1,1,1,775,0,1,1900
42.33435,-71.04171,95 97 H ST 02127,2021,6,2,0,2035,1,0,1911
42.33429,-71.04171,99 101 H ST 02127,2021,5,2,0,2035,1,0,1900
42.33401,-71.04351,    E FIFTH ST 02127,2021,4,2,1,6720,1,0,1984
42.3329,-71.04132,481 A481 E SIXTH ST 02127,2021,8,3,0,1295,1,0,1890
42.33288,-71.04109,485 487 E SIXTH ST 02127,2021,5,3,0,2190,1,0,1910
42.33288,-71.04099,489 491 E SIXTH ST 02127,2021,5,2,0,2190,1,0,1900
42.332853,-71.040873,493 495 E SIXTH ST 02127,2021,5,2,0,2190,1,0,1900
42.33238,-71.04004,169 A169 I ST 02127,2021,4,3,0,1045,1,0,1918
42.33231,-71.04003,171 173 I ST 02127,2021,2,1,0,1554,0,1,1905
42.33231,-71.04003,171 173 I ST 02127,2021,2,1,0,753,0,1,1910
42.33231,-71.04003,171 173 I ST 02127,2021,2,1,0,779,0,1,1910
42.33232,-71.04037,504 504R E SEVENTH ST 02127,2021,4,3,0,1523,1,0,1890
42.332492,-71.040791,490 A E SEVENTH ST 02127,2021,2,2,1,2270,1,0,1993
42.33254,-71.040794,490 B E SEVENTH ST 02127,2021,2,2,1,2157,1,0,1993
42.332595,-71.040798,490 C E SEVENTH ST 02127,2021,3,2,1,2001,1,0,1993
42.332649,-71.040912,490 D E SEVENTH ST 02127,2021,3,2,1,2012,1,0,1993
42.3327,-71.040947,490 E E SEVENTH ST 02127,2021,3,2,0,2002,1,0,1993
42.33247,-71.0413,160 HF H ST 02127,2021,3,4,0,1440,1,0,1905
42.33201,-71.03999,177 179 I ST 02127,2021,2,1,0,589,1,0,1910
42.33153,-71.03999,538 -540 E EIGHTH ST 02127,2021,2,2,1,1627,0,1,1910
42.33153,-71.03999,538 -540 E EIGHTH ST 02127,2021,2,2,0,1484,0,1,1910
42.331213,-71.04001,195 197 I ST 02127,2021,4,2,0,1870,1,0,1900
42.33115,-71.04001,199 201 I ST 02127,2021,4,2,0,1722,1,0,1900
42.33108,-71.04001,203 205 I ST 02127,2021,5,3,0,1726,1,0,1900
42.331006,-71.040011,207 209 I ST 02127,2021,5,2,0,1721,1,0,1900
42.33094,-71.040009,211 213 I ST 02127,2021,6,3,0,1726,1,0,1900
42.33088,-71.04,215 217 I ST 02127,2021,4,2,1,1726,1,0,1900
42.33081,-71.04,219 221 I ST 02127,2021,5,2,0,1763,1,0,1900
42.33083,-71.04025,1514 R COLUMBIA RD 02127,2021,3,2,0,2833,1,0,1915
42.3309,-71.04084,1494 R COLUMBIA RD 02127,2021,3,3,0,3788,1,0,1932
42.33126,-71.04112,507 A507 E EIGHTH ST 02127,2021,4,2,1,1034,1,0,1905
42.33125,-71.0407,517 HF519R E EIGHTH ST 02127,2021,8,5,0,3750,1,0,1900
42.330238,-71.037674,397 R K ST 02127,2021,3,2,1,1325,1,0,2001
42.33027,-71.03855,1556 1558 COLUMBIA RD 02127,2021,3,2,0,6107,1,0,1905
42.330279,-71.038677,1554 1552 COLUMBIA RD 02127,2021,6,2,0,5537,1,0,1905
42.33031,-71.038825,1550 1548 COLUMBIA RD 02127,2021,7,3,0,4997,1,0,1905
42.330362,-71.038983,1544 1546 COLUMBIA RD 02127,2021,5,2,1,4486,1,0,1930
42.330378,-71.039134,1540 1542 COLUMBIA RD 02127,2021,6,3,0,4002,1,0,1905
42.3304,-71.03929,1536 1538 COLUMBIA RD 02127,2021,4,2,0,3547,1,0,1930
42.33042,-71.039447,1528 1530 COLUMBIA RD 02127,2021,6,3,1,3338,1,0,1905
42.33048,-71.03824,35 35R MARINE RD 02127,2021,3,1,0,3750,1,0,1879
42.33049,-71.03814,37 37R MARINE RD 02127,2021,3,1,0,3450,1,0,1890
42.330491,-71.037967,41 41R MARINE RD 02127,2021,3,1,0,3125,1,0,1890
42.33048,-71.03786,45 45R MARINE RD 02127,2021,5,3,1,3125,1,0,1890
42.330788,-71.038255,30 32 MARINE RD 02127,2021,4,3,1,4750,1,0,1929
42.33079,-71.038395,26 28 MARINE RD 02127,2021,5,2,0,4750,1,0,1929
42.33079,-71.038537,22 24 MARINE RD 02127,2021,7,3,1,4750,1,0,1929
42.330784,-71.038675,18 20 MARINE RD 02127,2021,4,2,0,4750,1,0,1929
42.33078,-71.0388,16 A16 MARINE RD 02127,2021,2,2,0,4750,1,0,1925
42.33078,-71.03894,14 A14 MARINE RD 02127,2021,4,2,0,5000,1,0,1930
42.33127,-71.03824,583 R583 E EIGHTH ST 02127,2021,4,2,1,3750,1,0,1844
42.33127,-71.03824,583 R583 E EIGHTH ST 02127,2021,1,1,0,3750,1,0,1844
42.331576,-71.03845,582 HF E EIGHTH ST 02127,2021,7,3,0,3750,1,0,1890
42.33152,-71.039605,546 548 E EIGHTH ST 02127,2021,7,3,1,2121,1,0,1899
42.331517,-71.039717,542 -544 E EIGHTH ST 02127,2021,1,1,0,660,0,1,1899
42.331517,-71.039717,542 -544 E EIGHTH ST 02127,2021,1,1,0,610,0,1,1899
42.331517,-71.039717,542 -544 E EIGHTH ST 02127,2021,3,1,1,1145,0,1,1899
42.331517,-71.039717,542 -544 E EIGHTH ST 02127,2021,2,1,0,760,0,1,1899
42.3324,-71.03782,566 568 E SEVENTH ST 02127,2021,2,1,0,1120,0,1,1890
42.3324,-71.03782,566 568 E SEVENTH ST 02127,2021,5,1,0,2313,0,1,1890
42.33245,-71.03818,558 560R E SEVENTH ST 02127,2021,2,1,0,4375,1,0,1880
42.33245,-71.03818,558 560R E SEVENTH ST 02127,2021,2,2,0,4375,1,0,1880
42.33239,-71.03868,544 542 E SEVENTH ST 02127,2021,5,2,0,3750,1,0,1900
42.33232,-71.03971,172 174 I ST 02127,2021,5,3,0,1456,1,0,1899
42.33245,-71.03972,168 A168 I ST 02127,2021,2,2,0,1230,0,1,1900
42.33245,-71.03972,168 A168 I ST 02127,2021,2,1,0,770,0,1,1900
42.33245,-71.03972,168 A168 I ST 02127,2021,2,1,0,782,0,1,1900
42.33293,-71.039772,513 515 E SIXTH ST 02127,2021,0,1,0,327,0,1,1900
42.33293,-71.039772,513 515 E SIXTH ST 02127,2021,1,1,0,593,0,1,1900
42.33293,-71.039772,513 515 E SIXTH ST 02127,2021,1,1,0,708,0,1,1900
42.33293,-71.039772,513 515 E SIXTH ST 02127,2021,1,1,0,769,0,1,1900
42.332695,-71.038541,553 R E SIXTH ST 02127,2021,3,1,1,3600,1,0,1900
42.332636,-71.038054,561 A E SIXTH ST 02127,2021,5,3,0,2220,1,0,1905
42.33293,-71.03792,565 565R E SIXTH ST 02127,2021,4,2,0,4950,1,0,1900
42.33297,-71.03673,593 R593 E SIXTH ST 02127,2021,3,2,1,3750,1,0,1900
42.33298,-71.03664,595 A595 E SIXTH ST 02127,2021,5,3,0,2457,1,0,1890
42.33302,-71.03551,137 -139 L ST 02127,2021,3,2,0,1167,0,1,1930
42.33302,-71.03551,137 -139 L ST 02127,2021,3,1,0,1110,0,1,1930
42.33302,-71.03551,137 -139 L ST 02127,2021,3,2,0,1122,0,1,1930
42.33294,-71.0355,141 A141 L ST 02127,2021,4,3,0,1747,1,0,1905
42.332635,-71.036351,598 R E SEVENTH ST 02127,2021,3,1,1,1488,1,0,1885
42.33162,-71.03546,656 -658 E EIGHTH ST 02127,2021,2,1,0,810,0,1,1915
42.33162,-71.03546,656 -658 E EIGHTH ST 02127,2021,2,1,0,831,0,1,1915
42.33162,-71.03546,656 -658 E EIGHTH ST 02127,2021,2,1,0,831,0,1,1915
42.33162,-71.03546,656 -658 E EIGHTH ST 02127,2021,2,1,0,849,0,1,1915
42.33162,-71.03546,656 -658 E EIGHTH ST 02127,2021,2,1,0,849,0,1,1915
42.33161,-71.03556,652 654 E EIGHTH ST 02127,2021,5,2,0,1835,1,0,1905
42.33161,-71.03567,648 650 E EIGHTH ST 02127,2021,4,1,1,2038,1,0,1905
42.33161,-71.03575,644 646 E EIGHTH ST 02127,2021,3,2,0,1624,1,0,1905
42.33178,-71.03571,2 4 HART PL 02127,2021,4,3,0,1736,1,0,1905
42.33184,-71.03572,6 8 HART PL 02127,2021,4,2,0,1773,1,0,1905
42.33183,-71.03596,7 5 HART PL 02127,2021,4,2,0,2020,1,0,1905
42.331774,-71.035961,1 3 HART PL 02127,2021,4,2,0,1869,1,0,1905
42.3316,-71.03611,632 634 E EIGHTH ST 02127,2021,4,2,0,1855,1,0,1910
42.3316,-71.036197,628 630 E EIGHTH ST 02127,2021,2,1,0,795,0,1,1910
42.3316,-71.036197,628 630 E EIGHTH ST 02127,2021,2,1,1,893,0,1,1910
42.331604,-71.036298,624 626 E EIGHTH ST 02127,2021,5,4,1,1370,1,0,1905
42.3316,-71.036379,620 622 E EIGHTH ST 02127,2021,5,2,0,1625,1,0,1905
42.331766,-71.036322,2 4 NORCROSS PL 02127,2021,5,2,0,1863,1,0,1905
42.33183,-71.036327,6 8 NORCROSS PL 02127,2021,4,1,1,2026,1,0,1905
42.331778,-71.036578,3 1 NORCROSS PL 02127,2021,4,2,0,1884,1,0,1888
42.3316,-71.03652,616 618 E EIGHTH ST 02127,2021,3,2,1,1631,1,0,1900
42.331593,-71.036592,612 614 E EIGHTH ST 02127,2021,2,1,0,884,0,1,1900
42.331593,-71.036592,612 614 E EIGHTH ST 02127,2021,2,1,0,1026,0,1,1900
42.331592,-71.036711,608 610 E EIGHTH ST 02127,2021,3,2,0,1860,1,0,1900
42.33075,-71.03643,70 70R MARINE RD 02127,2021,1,1,1,1541,1,0,1900
42.33084,-71.03711,380 R380 K ST 02127,2021,4,2,1,3514,1,0,1900
42.33117,-71.03705,368 A368 K ST 02127,2021,4,2,0,7192,1,0,1900
42.33047,-71.0362,22 R TICKNOR ST 02127,2021,6,3,0,2427,1,0,1890
42.32979,-71.03642,1630 1632 COLUMBIA RD 02127,2021,8,2,0,4364,1,0,1916
42.32984,-71.03656,1626 1628 COLUMBIA RD 02127,2021,3,1,1,1749,0,1,1900
42.32984,-71.03656,1626 1628 COLUMBIA RD 02127,2021,5,2,0,2416,0,1,1900
42.32983,-71.03669,1622 1624 COLUMBIA RD 02127,2021,7,3,0,3792,1,0,1900
42.330491,-71.034691,105 107 MARINE RD 02127,2021,4,2,0,4285,1,0,1920
42.3305,-71.03452,109 111 MARINE RD 02127,2021,5,3,0,4286,1,0,1935
42.3305,-71.03437,115 117 MARINE RD 02127,2021,6,3,0,4286,1,0,1935
42.330499,-71.034213,119 121 MARINE RD 02127,2021,5,4,0,4287,1,0,1935
42.33051,-71.03406,123 A123 MARINE RD 02127,2021,5,2,0,4286,1,0,1935
42.330179,-71.033544,1726 1728 COLUMBIA RD 02127,2021,5,3,0,6429,1,0,1910
42.33012,-71.033713,1722 1724 COLUMBIA RD 02127,2021,7,4,0,6329,1,0,1910
42.33003,-71.034039,1716 1718 COLUMBIA RD 02127,2021,7,3,0,8000,1,0,1908
42.32997,-71.0342,1690 1692 COLUMBIA RD 02127,2021,6,2,0,8786,1,0,1935
42.32985,-71.034542,1682 1684 COLUMBIA RD 02127,2021,5,2,1,10134,1,0,1935
42.32983,-71.03469,1678 1680 COLUMBIA RD 02127,2021,7,2,1,9924,1,0,1926
42.331383,-71.034239,675 A675 E EIGHTH ST 02127,2021,3,2,1,985,1,0,1905
42.330822,-71.033633,142 144 MARINE RD 02127,2021,4,2,0,1876,1,0,1905
42.330819,-71.033715,138 140 MARINE RD 02127,2021,3,2,0,1926,1,0,1905
42.330805,-71.033813,134 136 MARINE RD 02127,2021,4,2,0,1788,1,0,1905
42.330968,-71.03393,2 4 FLINT PL 02127,2021,4,2,0,1678,1,0,1905
42.331036,-71.03393,6 8 FLINT PL 02127,2021,5,4,0,1991,1,0,1905
42.33096,-71.03416,1 3 FLINT PL 02127,2021,5,1,0,1668,1,0,1920
42.33221,-71.03507,172 172A L ST 02127,2021,8,3,0,1900,1,0,1905
42.332189,-71.034685,637 639 E SEVENTH ST 02127,2021,2,1,0,845,0,1,1905
42.332189,-71.034685,637 639 E SEVENTH ST 02127,2021,2,1,0,855,0,1,1905
42.332189,-71.034685,637 639 E SEVENTH ST 02127,2021,2,1,0,870,0,1,1905
42.332187,-71.034594,641 643 E SEVENTH ST 02127,2021,2,2,0,969,0,1,1905
42.332187,-71.034594,641 643 E SEVENTH ST 02127,2021,2,2,0,963,0,1,1905
42.332187,-71.034594,641 643 E SEVENTH ST 02127,2021,2,2,0,1039,0,1,1905
42.33219,-71.03414,653 A653 E SEVENTH ST 02127,2021,3,3,0,858,1,0,1890
42.33196,-71.03396,659 R E SEVENTH ST 02127,2021,4,2,0,2805,1,0,1890
42.33196,-71.03387,661 R E SEVENTH ST 02127,2021,5,2,0,2227,1,0,1890
42.331633,-71.034693,666 A666 E EIGHTH ST 02127,2021,6,3,0,3058,1,0,1890
42.33163,-71.03477,664 A664 E EIGHTH ST 02127,2021,6,3,0,3147,1,0,1890
42.33163,-71.034883,660 662 E EIGHTH ST 02127,2021,11,6,0,1912,1,0,1890
42.331591,-71.035058,192 194 L ST 02127,2021,2,1,0,1061,0,1,1930
42.331591,-71.035058,192 194 L ST 02127,2021,2,1,0,939,0,1,1900
42.331591,-71.035058,192 194 L ST 02127,2021,2,1,0,1009,0,1,1900
42.33171,-71.03506,186 188 L ST 02127,2021,2,1,0,962,0,1,1895
42.33171,-71.03506,186 188 L ST 02127,2021,2,1,0,950,0,1,1895
42.33171,-71.03506,186 188 L ST 02127,2021,3,1,0,1023,0,1,1895
42.33222,-71.03265,689 A689 E SEVENTH ST 02127,2021,5,3,1,1103,1,0,1890
42.332013,-71.032604,172 A/B M ST 02127,2021,3,2,0,1227,0,1,1992
